poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,methodology,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,party,answer,candidate_id,candidate_name,pct
79686,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,Colorado,7/24/22,7/30/22,,"",,159431,400,lv,,lv,,8/11/22 09:32,"",https://www.termlimits.com/library/USTL%20CO07%20Toplines.pdf,"",false,,9071,2022,U.S. House,7,District 7,11/8/22,general,false,false,DEM,Pettersen,29454,Brittany Pettersen,44.0
79686,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,Colorado,7/24/22,7/30/22,,"",,159431,400,lv,,lv,,8/11/22 09:32,"",https://www.termlimits.com/library/USTL%20CO07%20Toplines.pdf,"",false,,9071,2022,U.S. House,7,District 7,11/8/22,general,false,false,REP,Aadland,29455,Erik Aadland,41.0
79897,383,PPP,"","",Public Policy Polling,263,Public Policy Polling,A-,IVR/Text,Texas,7/28/22,7/29/22,28872,John Lira,DEM,160190,452,v,,v,,9/1/22 09:33,"",https://drive.google.com/file/d/1NNJDiTvwGiJFmaQA1-mwKWKV2hUWTqww/view,"",true,DEM,9380,2022,U.S. House,23,District 23,11/8/22,general,false,false,DEM,Lira,28872,John Lira,26.0
79897,383,PPP,"","",Public Policy Polling,263,Public Policy Polling,A-,IVR/Text,Texas,7/28/22,7/29/22,28872,John Lira,DEM,160190,452,v,,v,,9/1/22 09:33,"",https://drive.google.com/file/d/1NNJDiTvwGiJFmaQA1-mwKWKV2hUWTqww/view,"",true,DEM,9380,2022,U.S. House,23,District 23,11/8/22,general,false,false,REP,Gonzales,28873,Tony Gonzales,42.0
79897,383,PPP,"","",Public Policy Polling,263,Public Policy Polling,A-,IVR/Text,Texas,7/28/22,7/29/22,28872,John Lira,DEM,160190,452,v,,v,,9/1/22 09:33,"",https://drive.google.com/file/d/1NNJDiTvwGiJFmaQA1-mwKWKV2hUWTqww/view,"",true,DEM,9380,2022,U.S. House,23,District 23,11/8/22,general,false,false,IND,Lopez,30600,Francisco Lopez Jr.,6.0
79897,383,PPP,"","",Public Policy Polling,263,Public Policy Polling,A-,IVR/Text,Texas,7/28/22,7/29/22,28872,John Lira,DEM,160190,452,v,,v,,9/1/22 09:33,"",https://drive.google.com/file/d/1NNJDiTvwGiJFmaQA1-mwKWKV2hUWTqww/view,"",true,DEM,9380,2022,U.S. House,23,District 23,11/8/22,general,false,false,IND,Hart,30601,James Hart,1.0
79684,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,Nevada,7/23/22,7/29/22,,"",,159429,400,lv,,lv,,8/11/22 09:32,"",https://www.termlimits.com/library/USTL%20NV03%20Toplines.pdf,"",false,,9235,2022,U.S. House,3,District 3,11/8/22,general,false,false,DEM,Lee,29160,Susie Lee,41.0
79684,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,Nevada,7/23/22,7/29/22,,"",,159429,400,lv,,lv,,8/11/22 09:32,"",https://www.termlimits.com/library/USTL%20NV03%20Toplines.pdf,"",false,,9235,2022,U.S. House,3,District 3,11/8/22,general,false,false,REP,Becker,30402,April Becker,44.0
79685,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,New Jersey,7/22/22,7/29/22,,"",,159430,400,lv,,lv,,8/11/22 09:32,"",https://www.termlimits.com/library/USTL%20NJ03%20Toplines.pdf,"",false,,9241,2022,U.S. House,3,District 3,11/8/22,general,false,false,DEM,Kim,29148,Andy Kim,44.0
79685,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,New Jersey,7/22/22,7/29/22,,"",,159430,400,lv,,lv,,8/11/22 09:32,"",https://www.termlimits.com/library/USTL%20NJ03%20Toplines.pdf,"",false,,9241,2022,U.S. House,3,District 3,11/8/22,general,false,false,REP,Healey,29752,Bob Healey,38.0
79784,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,Pennsylvania,7/22/22,7/29/22,,"",,159708,400,lv,,lv,,8/18/22 20:57,"",https://www.termlimits.com/wp-content/uploads/2022/08/USTL-PA01-Toplines.pdf,"",false,,9321,2022,U.S. House,1,District 1,11/8/22,general,false,false,DEM,Ehasz,29895,Ashley Ehasz,35.0
79784,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,Pennsylvania,7/22/22,7/29/22,,"",,159708,400,lv,,lv,,8/18/22 20:57,"",https://www.termlimits.com/wp-content/uploads/2022/08/USTL-PA01-Toplines.pdf,"",false,,9321,2022,U.S. House,1,District 1,11/8/22,general,false,false,REP,Fitzpatrick,29205,Brian Fitzpatrick,42.0
79786,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,Texas,7/22/22,7/29/22,,"",,159710,400,lv,,lv,,8/18/22 20:57,"",https://www.termlimits.com/wp-content/uploads/2022/08/USTL-TX15-Toplines.pdf,"",false,,9372,2022,U.S. House,15,District 15,11/8/22,general,false,false,DEM,Vallejo,30331,Michelle Vallejo,40.0
79786,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,Texas,7/22/22,7/29/22,,"",,159710,400,lv,,lv,,8/18/22 20:57,"",https://www.termlimits.com/wp-content/uploads/2022/08/USTL-TX15-Toplines.pdf,"",false,,9372,2022,U.S. House,15,District 15,11/8/22,general,false,false,REP,De La Cruz-Hernandez,28859,Monica De La Cruz,44.0
79598,1008,Triton Polling & Research,1799,Freedom Council USA,Triton Polling & Research,497,Triton Polling & Research,C/D,,New York,7/26/22,7/28/22,,"",,159143,407,lv,,lv,,8/2/22 20:09,"",https://nypost.com/2022/08/02/marc-molinaro-leads-pat-ryan-in-ny-congressional-race-poll/?utm_source=NYPMetroTwitter&utm_medium=SocialFlow&utm_campaign=SocialFlow,"",false,REP,9503,2022,U.S. House,19,District 19,8/23/22,general,false,false,DEM,Ryan,30430,Pat Ryan,39.7
79598,1008,Triton Polling & Research,1799,Freedom Council USA,Triton Polling & Research,497,Triton Polling & Research,C/D,,New York,7/26/22,7/28/22,,"",,159143,407,lv,,lv,,8/2/22 20:09,"",https://nypost.com/2022/08/02/marc-molinaro-leads-pat-ryan-in-ny-congressional-race-poll/?utm_source=NYPMetroTwitter&utm_medium=SocialFlow&utm_campaign=SocialFlow,"",false,REP,9503,2022,U.S. House,19,District 19,8/23/22,general,false,false,REP,Molinaro,30429,Marcus Molinaro,49.5
79632,1347,Cygnal Political,452,NRCC,Cygnal,67,Cygnal,B+,,Oregon,7/26/22,7/28/22,30177,Mike Erickson,REP,159267,400,lv,,lv,,8/9/22 09:40,"",https://www.politico.com/news/2022/08/09/house-gop-polls-biden-00050458,"",true,REP,9447,2022,U.S. House,6,District 6,11/8/22,general,false,false,DEM,Salinas,30176,Andrea Salinas,40.0
79632,1347,Cygnal Political,452,NRCC,Cygnal,67,Cygnal,B+,,Oregon,7/26/22,7/28/22,30177,Mike Erickson,REP,159267,400,lv,,lv,,8/9/22 09:40,"",https://www.politico.com/news/2022/08/09/house-gop-polls-biden-00050458,"",true,REP,9447,2022,U.S. House,6,District 6,11/8/22,general,false,false,REP,Erickson,30177,Mike Erickson,47.0
79633,324,Moore Information,452,NRCC,Moore Information,217,Moore Information,B/C,Live Phone,Oregon,7/25/22,7/28/22,29880,Alek Skarlatos,REP,159268,400,lv,,lv,,8/9/22 09:40,"",https://www.politico.com/news/2022/08/09/house-gop-polls-biden-00050458,"",true,REP,9319,2022,U.S. House,4,District 4,11/8/22,general,false,false,DEM,Hoyle,29881,Val Hoyle,46.0
79633,324,Moore Information,452,NRCC,Moore Information,217,Moore Information,B/C,Live Phone,Oregon,7/25/22,7/28/22,29880,Alek Skarlatos,REP,159268,400,lv,,lv,,8/9/22 09:40,"",https://www.politico.com/news/2022/08/09/house-gop-polls-biden-00050458,"",true,REP,9319,2022,U.S. House,4,District 4,11/8/22,general,false,false,REP,Skarlatos,29880,Alek Skarlatos,41.0
79709,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,New Jersey,7/23/22,7/28/22,,"",,159463,400,lv,,lv,,8/11/22 11:57,"",https://www.termlimits.com/library/USTL%20NJ07%20Toplines.pdf,"",false,,9245,2022,U.S. House,7,District 7,11/8/22,general,false,false,DEM,Malinowski,28818,Tom Malinowski,38.0
79709,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,New Jersey,7/23/22,7/28/22,,"",,159463,400,lv,,lv,,8/11/22 11:57,"",https://www.termlimits.com/library/USTL%20NJ07%20Toplines.pdf,"",false,,9245,2022,U.S. House,7,District 7,11/8/22,general,false,false,REP,Kean,28819,Thomas H. Kean Jr.,46.0
79683,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,Illinois,7/21/22,7/28/22,,"",,159428,400,lv,,lv,,8/11/22 09:32,"",https://www.termlimits.com/library/USTL%20IL13%20Toplines.pdf,"",false,,9135,2022,U.S. House,13,District 13,11/8/22,general,false,false,DEM,Budzinski,29596,Nikki Budzinski,39.0
79683,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,Illinois,7/21/22,7/28/22,,"",,159428,400,lv,,lv,,8/11/22 09:32,"",https://www.termlimits.com/library/USTL%20IL13%20Toplines.pdf,"",false,,9135,2022,U.S. House,13,District 13,11/8/22,general,false,false,REP,Deering,30518,Regan Deering,36.0
79702,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,Kansas,7/21/22,7/28/22,,"",,159452,400,lv,,lv,,8/11/22 11:36,"",https://www.termlimits.com/library/USTL%20KS03%20Toplines.pdf,"",false,,9156,2022,U.S. House,3,District 3,11/8/22,general,false,false,DEM,Davids,29066,Sharice Davids,45.0
79702,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,Kansas,7/21/22,7/28/22,,"",,159452,400,lv,,lv,,8/11/22 11:36,"",https://www.termlimits.com/library/USTL%20KS03%20Toplines.pdf,"",false,,9156,2022,U.S. House,3,District 3,11/8/22,general,false,false,REP,Adkins,29625,Amanda L. Adkins,46.0
79580,1727,Alvarado Strategies,1824,Floridians for Economic Advancement,Alvarado Strategies,710,Alvarado Strategies,,Online,Florida,7/26/22,7/27/22,,"",,159051,440,lv,,lv,,7/31/22 13:27,"",https://floridapolitics.com/archives/542685-survey-finds-annette-taddeo-within-striking-distance-of-maria-elvira-salazar-in-cd-27/,"",false,,9104,2022,U.S. House,27,District 27,11/8/22,general,false,false,DEM,Taddeo,30282,Annette Taddeo,34.0
79580,1727,Alvarado Strategies,1824,Floridians for Economic Advancement,Alvarado Strategies,710,Alvarado Strategies,,Online,Florida,7/26/22,7/27/22,,"",,159051,440,lv,,lv,,7/31/22 13:27,"",https://floridapolitics.com/archives/542685-survey-finds-annette-taddeo-within-striking-distance-of-maria-elvira-salazar-in-cd-27/,"",false,,9104,2022,U.S. House,27,District 27,11/8/22,general,false,false,REP,Salazar,29014,María Elvira Salazar,39.0
79688,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,Connecticut,7/20/22,7/26/22,,"",,159433,400,lv,,lv,,8/11/22 09:32,"",https://www.termlimits.com/library/USTL%20CT05%20Toplines.pdf,"",false,,9076,2022,U.S. House,5,District 5,11/8/22,general,false,false,DEM,Hayes,28991,Jahana Hayes,45.0
79688,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,Connecticut,7/20/22,7/26/22,,"",,159433,400,lv,,lv,,8/11/22 09:32,"",https://www.termlimits.com/library/USTL%20CT05%20Toplines.pdf,"",false,,9076,2022,U.S. House,5,District 5,11/8/22,general,false,false,REP,Logan,29478,George Logan,37.0
79687,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,California,7/19/22,7/26/22,,"",,159432,400,lv,,lv,,8/11/22 09:32,"",https://www.termlimits.com/library/USTL%20CA09%20Toplines.pdf,"",false,,9020,2022,U.S. House,9,District 9,11/8/22,general,false,false,DEM,Harder,28942,Josh Harder,38.0
79687,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,California,7/19/22,7/26/22,,"",,159432,400,lv,,lv,,8/11/22 09:32,"",https://www.termlimits.com/library/USTL%20CA09%20Toplines.pdf,"",false,,9020,2022,U.S. House,9,District 9,11/8/22,general,false,false,REP,Patti,29396,Tom Patti,38.0
79700,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,Minnesota,7/19/22,7/26/22,,"",,159450,400,lv,,lv,,8/11/22 11:25,"",https://www.termlimits.com/library/USTL%20MN02%20Toplines.pdf,"",false,,9210,2022,U.S. House,2,District 2,11/8/22,general,false,false,DEM,Craig,29111,Angie Craig,47.0
79700,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,Minnesota,7/19/22,7/26/22,,"",,159450,400,lv,,lv,,8/11/22 11:25,"",https://www.termlimits.com/library/USTL%20MN02%20Toplines.pdf,"",false,,9210,2022,U.S. House,2,District 2,11/8/22,general,false,false,REP,Kistner,29686,Tyler Kistner,46.0
79610,596,Keating Research,"","",Keating Research,161,Keating Research,B/C,Live Phone,Colorado,7/21/22,7/25/22,30127,Adam Frisch,DEM,159227,550,lv,,lv,,8/3/22 19:52,"",https://www.coloradopolitics.com/elections/2022/internal-democratic-poll-shows-lauren-boebert-leading-challenger-adam-frisch-by-7-points/article_5a0c1326-1354-11ed-b8dd-db1388ba5977.html,"",true,DEM,9067,2022,U.S. House,3,District 3,11/8/22,general,false,false,DEM,Frisch,30127,Adam Frisch,42.0
79610,596,Keating Research,"","",Keating Research,161,Keating Research,B/C,Live Phone,Colorado,7/21/22,7/25/22,30127,Adam Frisch,DEM,159227,550,lv,,lv,,8/3/22 19:52,"",https://www.coloradopolitics.com/elections/2022/internal-democratic-poll-shows-lauren-boebert-leading-challenger-adam-frisch-by-7-points/article_5a0c1326-1354-11ed-b8dd-db1388ba5977.html,"",true,DEM,9067,2022,U.S. House,3,District 3,11/8/22,general,false,false,REP,Boebert,28983,Lauren Boebert,49.0
79519,1334,Alaska Survey Research,"","",Alaska Survey Research,155,Alaska Survey Research,B/C,Online/Text,Alaska,7/20/22,7/25/22,,"",,158926,1219,lv,,lv,,7/29/22 09:10,"",https://projects.fivethirtyeight.com/polls/20220729_AK_AlaskaSurvey.pdf,"",false,,9496,2022,U.S. House,1,District 1,8/16/22,general,false,false,DEM,Peltola,30139,Mary S. Peltola,41.1
79519,1334,Alaska Survey Research,"","",Alaska Survey Research,155,Alaska Survey Research,B/C,Online/Text,Alaska,7/20/22,7/25/22,,"",,158926,1219,lv,,lv,,7/29/22 09:10,"",https://projects.fivethirtyeight.com/polls/20220729_AK_AlaskaSurvey.pdf,"",false,,9496,2022,U.S. House,1,District 1,8/16/22,general,false,false,REP,Palin,29782,Sarah Palin,29.4
79519,1334,Alaska Survey Research,"","",Alaska Survey Research,155,Alaska Survey Research,B/C,Online/Text,Alaska,7/20/22,7/25/22,,"",,158926,1219,lv,,lv,,7/29/22 09:10,"",https://projects.fivethirtyeight.com/polls/20220729_AK_AlaskaSurvey.pdf,"",false,,9496,2022,U.S. House,1,District 1,8/16/22,general,false,false,REP,Begich,30145,Nick Begich,29.6
79519,1334,Alaska Survey Research,"","",Alaska Survey Research,155,Alaska Survey Research,B/C,Online/Text,Alaska,7/20/22,7/25/22,,"",,158927,1219,lv,,lv,,7/29/22 09:11,"",https://projects.fivethirtyeight.com/polls/20220729_AK_AlaskaSurvey.pdf,"",false,,9496,2022,U.S. House,1,District 1,8/16/22,general,false,true,DEM,Peltola,30139,Mary S. Peltola,45.3
79519,1334,Alaska Survey Research,"","",Alaska Survey Research,155,Alaska Survey Research,B/C,Online/Text,Alaska,7/20/22,7/25/22,,"",,158927,1219,lv,,lv,,7/29/22 09:11,"",https://projects.fivethirtyeight.com/polls/20220729_AK_AlaskaSurvey.pdf,"",false,,9496,2022,U.S. House,1,District 1,8/16/22,general,false,true,REP,Begich,30145,Nick Begich,54.7
79519,1334,Alaska Survey Research,"","",Alaska Survey Research,155,Alaska Survey Research,B/C,Online/Text,Alaska,7/20/22,7/25/22,,"",,158928,1219,lv,,lv,,7/29/22 09:11,"",https://projects.fivethirtyeight.com/polls/20220729_AK_AlaskaSurvey.pdf,"",false,,9496,2022,U.S. House,1,District 1,8/16/22,general,false,true,DEM,Peltola,30139,Mary S. Peltola,50.8
79519,1334,Alaska Survey Research,"","",Alaska Survey Research,155,Alaska Survey Research,B/C,Online/Text,Alaska,7/20/22,7/25/22,,"",,158928,1219,lv,,lv,,7/29/22 09:11,"",https://projects.fivethirtyeight.com/polls/20220729_AK_AlaskaSurvey.pdf,"",false,,9496,2022,U.S. House,1,District 1,8/16/22,general,false,true,REP,Palin,29782,Sarah Palin,49.2
79519,1334,Alaska Survey Research,"","",Alaska Survey Research,155,Alaska Survey Research,B/C,Online/Text,Alaska,7/20/22,7/25/22,,"",,159067,1253,lv,,lv,,8/1/22 20:04,"",https://twitter.com/IvanMoore1/status/1554216071074562048,"",false,,8998,2022,U.S. House,1,District 1,11/8/22,general,false,false,DEM,Peltola,30406,Mary S. Peltola,39.4
79519,1334,Alaska Survey Research,"","",Alaska Survey Research,155,Alaska Survey Research,B/C,Online/Text,Alaska,7/20/22,7/25/22,,"",,159067,1253,lv,,lv,,8/1/22 20:04,"",https://twitter.com/IvanMoore1/status/1554216071074562048,"",false,,8998,2022,U.S. House,1,District 1,11/8/22,general,false,false,REP,Palin,30150,Sarah Palin,26.9
79519,1334,Alaska Survey Research,"","",Alaska Survey Research,155,Alaska Survey Research,B/C,Online/Text,Alaska,7/20/22,7/25/22,,"",,159067,1253,lv,,lv,,8/1/22 20:04,"",https://twitter.com/IvanMoore1/status/1554216071074562048,"",false,,8998,2022,U.S. House,1,District 1,11/8/22,general,false,false,REP,Begich,29358,Nick Begich,25.8
79519,1334,Alaska Survey Research,"","",Alaska Survey Research,155,Alaska Survey Research,B/C,Online/Text,Alaska,7/20/22,7/25/22,,"",,159067,1253,lv,,lv,,8/1/22 20:04,"",https://twitter.com/IvanMoore1/status/1554216071074562048,"",false,,8998,2022,U.S. House,1,District 1,11/8/22,general,false,false,REP,Sweeney,30407,Tara M. Sweeney,7.9
79519,1334,Alaska Survey Research,"","",Alaska Survey Research,155,Alaska Survey Research,B/C,Online/Text,Alaska,7/20/22,7/25/22,,"",,159068,1253,lv,,lv,,8/1/22 20:04,"",https://twitter.com/IvanMoore1/status/1554216071074562048,"",false,,8998,2022,U.S. House,1,District 1,11/8/22,general,false,true,DEM,Peltola,30406,Mary S. Peltola,41.9
79519,1334,Alaska Survey Research,"","",Alaska Survey Research,155,Alaska Survey Research,B/C,Online/Text,Alaska,7/20/22,7/25/22,,"",,159068,1253,lv,,lv,,8/1/22 20:04,"",https://twitter.com/IvanMoore1/status/1554216071074562048,"",false,,8998,2022,U.S. House,1,District 1,11/8/22,general,false,true,REP,Palin,30150,Sarah Palin,28.7
79519,1334,Alaska Survey Research,"","",Alaska Survey Research,155,Alaska Survey Research,B/C,Online/Text,Alaska,7/20/22,7/25/22,,"",,159068,1253,lv,,lv,,8/1/22 20:04,"",https://twitter.com/IvanMoore1/status/1554216071074562048,"",false,,8998,2022,U.S. House,1,District 1,11/8/22,general,false,true,REP,Begich,29358,Nick Begich,29.4
79519,1334,Alaska Survey Research,"","",Alaska Survey Research,155,Alaska Survey Research,B/C,Online/Text,Alaska,7/20/22,7/25/22,,"",,159069,1253,lv,,lv,,8/1/22 20:04,"",https://twitter.com/IvanMoore1/status/1554216071074562048,"",false,,8998,2022,U.S. House,1,District 1,11/8/22,general,false,true,DEM,Peltola,30406,Mary S. Peltola,45.8
79519,1334,Alaska Survey Research,"","",Alaska Survey Research,155,Alaska Survey Research,B/C,Online/Text,Alaska,7/20/22,7/25/22,,"",,159069,1253,lv,,lv,,8/1/22 20:04,"",https://twitter.com/IvanMoore1/status/1554216071074562048,"",false,,8998,2022,U.S. House,1,District 1,11/8/22,general,false,true,REP,Begich,29358,Nick Begich,54.2
79519,1334,Alaska Survey Research,"","",Alaska Survey Research,155,Alaska Survey Research,B/C,Online/Text,Alaska,7/20/22,7/25/22,,"",,159070,1253,lv,,lv,,8/1/22 20:04,"",https://twitter.com/IvanMoore1/status/1554216071074562048,"",false,,8998,2022,U.S. House,1,District 1,11/8/22,general,false,true,DEM,Peltola,30406,Mary S. Peltola,52.5
79519,1334,Alaska Survey Research,"","",Alaska Survey Research,155,Alaska Survey Research,B/C,Online/Text,Alaska,7/20/22,7/25/22,,"",,159070,1253,lv,,lv,,8/1/22 20:04,"",https://twitter.com/IvanMoore1/status/1554216071074562048,"",false,,8998,2022,U.S. House,1,District 1,11/8/22,general,false,true,REP,Palin,30150,Sarah Palin,47.6
79585,178,Global Strategy Group,"","",Global Strategy Group,118,Global Strategy Group,B/C,,New Mexico,7/19/22,7/25/22,29768,Gabriel Vasquez,DEM,159060,500,lv,,lv,,8/1/22 12:33,"",https://projects.fivethirtyeight.com/polls/GSG_NM02_Vasquez_Internal_080122.pdf,"",true,DEM,9252,2022,U.S. House,2,District 2,11/8/22,general,false,false,DEM,Vasquez,29768,Gabriel Vasquez,45.0
79585,178,Global Strategy Group,"","",Global Strategy Group,118,Global Strategy Group,B/C,,New Mexico,7/19/22,7/25/22,29768,Gabriel Vasquez,DEM,159060,500,lv,,lv,,8/1/22 12:33,"",https://projects.fivethirtyeight.com/polls/GSG_NM02_Vasquez_Internal_080122.pdf,"",true,DEM,9252,2022,U.S. House,2,District 2,11/8/22,general,false,false,REP,Herrell,29156,Yvette Herrell,44.0
79654,468,Tarrance,762,Congressional Leadership Fund,Tarrance Group,333,Tarrance Group,B+,Live Phone,Connecticut,7/16/22,7/24/22,,"",,159337,400,rv,,rv,,8/10/22 10:39,"",https://congressionalleadershipfund.org/blog/poll-logan-hayes-tied-in-ct-05/,"",false,REP,9076,2022,U.S. House,5,District 5,11/8/22,general,false,false,DEM,Hayes,28991,Jahana Hayes,45.0
79654,468,Tarrance,762,Congressional Leadership Fund,Tarrance Group,333,Tarrance Group,B+,Live Phone,Connecticut,7/16/22,7/24/22,,"",,159337,400,rv,,rv,,8/10/22 10:39,"",https://congressionalleadershipfund.org/blog/poll-logan-hayes-tied-in-ct-05/,"",false,REP,9076,2022,U.S. House,5,District 5,11/8/22,general,false,false,REP,Logan,29478,George Logan,45.0
79469,294,McLaughlin,"","",McLaughlin & Associates,203,McLaughlin & Associates,C/D,,New York,7/19/22,7/21/22,30424,Michael V. Lawler,REP,158756,400,lv,,lv,,7/26/22 20:24,"",https://nypost.com/2022/07/26/mike-lawler-set-to-beat-sean-patrick-maloney-in-ny-race-poll/,"",true,REP,9270,2022,U.S. House,17,District 17,11/8/22,general,false,false,DEM,Maloney,30304,Sean Patrick Maloney,44.0
79469,294,McLaughlin,"","",McLaughlin & Associates,203,McLaughlin & Associates,C/D,,New York,7/19/22,7/21/22,30424,Michael V. Lawler,REP,158756,400,lv,,lv,,7/26/22 20:24,"",https://nypost.com/2022/07/26/mike-lawler-set-to-beat-sean-patrick-maloney-in-ny-race-poll/,"",true,REP,9270,2022,U.S. House,17,District 17,11/8/22,general,false,false,REP,Lawler,30424,Michael V. Lawler,46.0
79469,294,McLaughlin,"","",McLaughlin & Associates,203,McLaughlin & Associates,C/D,,New York,7/19/22,7/21/22,30424,Michael V. Lawler,REP,158757,400,lv,,lv,,7/26/22 20:25,"",https://nypost.com/2022/07/26/mike-lawler-set-to-beat-sean-patrick-maloney-in-ny-race-poll/,"",true,REP,9270,2022,U.S. House,17,District 17,11/8/22,general,false,false,DEM,Biaggi,30654,Alessandra Biaggi,41.0
79469,294,McLaughlin,"","",McLaughlin & Associates,203,McLaughlin & Associates,C/D,,New York,7/19/22,7/21/22,30424,Michael V. Lawler,REP,158757,400,lv,,lv,,7/26/22 20:25,"",https://nypost.com/2022/07/26/mike-lawler-set-to-beat-sean-patrick-maloney-in-ny-race-poll/,"",true,REP,9270,2022,U.S. House,17,District 17,11/8/22,general,false,false,REP,Lawler,30424,Michael V. Lawler,47.0
79595,1231,Meeting Street Insights,762,Congressional Leadership Fund,Meeting Street Insights,204,Meeting Street Insights,B/C,Live Phone,Colorado,7/18/22,7/21/22,,"",,159106,400,lv,,lv,,8/2/22 16:33,"",https://www.politico.com/f/?id=00000182-5f88-dd9f-a7ea-fff8a8520000,"",false,REP,9071,2022,U.S. House,7,District 7,11/8/22,general,false,false,DEM,Pettersen,29454,Brittany Pettersen,44.0
79595,1231,Meeting Street Insights,762,Congressional Leadership Fund,Meeting Street Insights,204,Meeting Street Insights,B/C,Live Phone,Colorado,7/18/22,7/21/22,,"",,159106,400,lv,,lv,,8/2/22 16:33,"",https://www.politico.com/f/?id=00000182-5f88-dd9f-a7ea-fff8a8520000,"",false,REP,9071,2022,U.S. House,7,District 7,11/8/22,general,false,false,REP,Aadland,29455,Erik Aadland,42.0
79801,940,Lake Research,"","",Lake Research Partners,165,Lake Research Partners,A/B,,Pennsylvania,7/18/22,7/21/22,29910,Chris Deluzio,DEM,159754,400,lv,,lv,,8/19/22 16:05,"",https://go.nationaljournal.com/index.php/email/emailWebview?md_id=58669,"",true,DEM,9337,2022,U.S. House,17,District 17,11/8/22,general,false,false,DEM,Deluzio,29910,Chris Deluzio,43.0
79801,940,Lake Research,"","",Lake Research Partners,165,Lake Research Partners,A/B,,Pennsylvania,7/18/22,7/21/22,29910,Chris Deluzio,DEM,159754,400,lv,,lv,,8/19/22 16:05,"",https://go.nationaljournal.com/index.php/email/emailWebview?md_id=58669,"",true,DEM,9337,2022,U.S. House,17,District 17,11/8/22,general,false,false,REP,Shaffer,29911,Jeremy Shaffer,42.0
79431,383,PPP,"","",Public Policy Polling,263,Public Policy Polling,A-,IVR/Text,Iowa,7/19/22,7/20/22,28814,Liz Mathis,DEM,158310,594,v,,v,,7/22/22 08:40,"",https://www.kpvi.com/news/national_news/poll-iowas-1st-2nd-and-3rd-districts-tied-or-separated-by-just-1-point/article_b8fc7017-ba59-55f1-a651-31d499b7a0e8.html,"",true,DEM,9151,2022,U.S. House,2,District 2,11/8/22,general,false,false,DEM,Mathis,28814,Liz Mathis,44.0
79431,383,PPP,"","",Public Policy Polling,263,Public Policy Polling,A-,IVR/Text,Iowa,7/19/22,7/20/22,28814,Liz Mathis,DEM,158310,594,v,,v,,7/22/22 08:40,"",https://www.kpvi.com/news/national_news/poll-iowas-1st-2nd-and-3rd-districts-tied-or-separated-by-just-1-point/article_b8fc7017-ba59-55f1-a651-31d499b7a0e8.html,"",true,DEM,9151,2022,U.S. House,2,District 2,11/8/22,general,false,false,REP,Hinson,28815,Ashley Hinson,44.0
79470,379,POS,452,NRCC,Public Opinion Strategies,260,Public Opinion Strategies,A-,Live Phone,California,7/16/22,7/20/22,28968,Young Kim,REP,158758,400,lv,,lv,,7/26/22 20:25,"",https://www.politico.com/minutes/congress/07-26-2022/Parl-problems/,"",true,REP,9051,2022,U.S. House,40,District 40,11/8/22,general,false,false,DEM,Mahmood,29428,Asif Mahmood,35.0
79470,379,POS,452,NRCC,Public Opinion Strategies,260,Public Opinion Strategies,A-,Live Phone,California,7/16/22,7/20/22,28968,Young Kim,REP,158758,400,lv,,lv,,7/26/22 20:25,"",https://www.politico.com/minutes/congress/07-26-2022/Parl-problems/,"",true,REP,9051,2022,U.S. House,40,District 40,11/8/22,general,false,false,REP,Kim,28968,Young Kim,51.0
